created_at,device,favorites,lang,retweets,text,user_display_name,user_screen_name
2019-10-12 11:42:20,Twitter for Android,0.0,ta,12.0,"RT @MunimaOffl: நாங்க கைக்கு கிளவுஸ் போட்டு, முகத்துல மாஸ்க் போட்டு சுற்றி 16 கேமராவை வச்சிட்டு குனியாம, அசையாம நின்னு 2 நிமிஷம் குப்பையை…",தெனாலி™,i_thenali
2019-10-12 11:42:20,Twitter for Android,0.0,en,288.0,"RT @ankitasood13: He is a real hero ! 
He sets example everywhere he go , cleanliness is the priority , clean India is his dream ! We all a…",Ajit Dhamija,AjitDBjp
2019-10-12 11:42:20,Twitter Web App,0.0,en,1.0,RT @salaam_rocky: We full support Modiji #DontGoBackModi,🕉️,pk_krr
2019-10-12 11:42:19,Twitter for iPhone,0.0,en,533.0,"RT @Shanktan: To become a world leader you need Vision, Ethics, Knowledge and leadership to lead the world in right and positive Direction…",Subhash Singh,Subhash42S
2019-10-12 11:42:17,Twitter for Android,0.0,en,20.0,RT @AmitRoy20121996: #DontGoBackModi Modified and strong India https://t.co/pRX9gYSCj9,Pls FO,PlsFo
2019-10-12 11:42:17,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/zHonqkm8bX,Kuppusamy,kuppusamy00123
2019-10-12 11:42:16,Twitter for iPhone,0.0,ta,17.0,"RT @Balagan27315111: கடற்கரையை சுத்தம் செய்ததுபோல் தமிழ்நாட்டிலேயே தங்கி இங்குள்ள சமூக விரோதிகளையும் சுத்தம் செய்யுங்கள்
#DontGoBackModi",Lalitha Narasimhan,LalithaNarasim2
2019-10-12 11:42:16,Twitter for Android,0.0,en,83.0,"RT @MrsGandhi: Everyone gets an opportunity to be captured by the camera @JhaSanjay, how you actually behave in front of it is up to you. L…",Ajit Dhamija,AjitDBjp
2019-10-12 11:42:14,Twitter for Android,0.0,en,459.0,"RT @MrsGandhi: You never fail to raise the bar @narendramodi ji...every single time!! #Respect
#DontGoBackModi https://t.co/KrFiuc5pvz",Pls FO,PlsFo
2019-10-12 11:42:14,Twitter for Android,0.0,en,860.0,"RT @SwamiGeetika: Those who think Modi’s popularity in Tamilnadu is a myth must watch this video. 

The madi magic is sure to leave you spe…",SwaRajYogiRaj,SwaRajYogiRaj
2019-10-12 11:42:13,Twitter for iPhone,0.0,hi,578.0,"RT @DuttYogi: प्रधानसेवक की यह तस्वीर प्रत्येक भारतीय के लिए संदेश हैं।""मेरा पीएम मेरा अभिमान"" @narendramodi #DontGoBackModi https://t.co/p…",Usha Kaul,usha_kaul
2019-10-12 11:42:12,Twitter for Android,0.0,lt,1168.0,RT @amitmalviya: Tamilnadu says #DontGoBackModi https://t.co/H2qOrk9eYe,shri,Shriniw13967066
2019-10-12 11:42:10,Twitter for Android,0.0,en,72.0,"RT @mahesh10816: #DontGoBackModi

The difference between a world leader and Drama company https://t.co/YuKROW5lkx",Pls FO,PlsFo
2019-10-12 11:42:07,Twitter for Android,0.0,en,603.0,RT @muglikar_: Whether you like it or not Modi is the biggest brand in India today. His one initiative has the power to change a place 's s…,Naresh Prasanna,taldaknsom
2019-10-12 11:42:06,Twitter for Android,0.0,lt,1168.0,RT @amitmalviya: Tamilnadu says #DontGoBackModi https://t.co/H2qOrk9eYe,Satheesh Kumar,saarjuna
2019-10-12 11:42:04,Twitter for Android,0.0,und,0.0,#DontGoBackModi,GopinathanKG,Gopinathan2020
2019-10-12 11:42:03,Twitter for Android,0.0,en,533.0,"RT @Shanktan: To become a world leader you need Vision, Ethics, Knowledge and leadership to lead the world in right and positive Direction…",Hi,hardedrockx
2019-10-12 11:42:02,Twitter for Android,0.0,en,860.0,"RT @SwamiGeetika: Those who think Modi’s popularity in Tamilnadu is a myth must watch this video. 

The madi magic is sure to leave you spe…",mohit jejani,mohitjejani
2019-10-12 11:42:02,Twitter for Android,0.0,en,5.0,"RT @DogMom07: Growing up in a place with many Pakistani kids, I used to defend Tamil kids who Pakis would pick on because of their appearan…",Sinhrann,sinhrann
2019-10-12 11:42:01,Twitter for iPhone,0.0,en,179.0,"RT @SuPriyoBabul: #WATCH PM @narendramodi plogging at a beach in Mamallapuram this morning. 

#swachhbharatabhiyan #DontGoBackModi https://…",Chowkidar Chokanna,NotThatAamAadmi
2019-10-12 11:41:58,Twitter for Android,0.0,en,801.0,RT @amitmalviya: India needs you... #DontGoBackModi https://t.co/XkYhZ6kiUT,Pls FO,PlsFo
2019-10-12 11:41:57,Twitter for Android,0.0,en,83.0,"RT @mahesh10816: #DontGoBackModi

One thing is for sure,  modiji has set his eyes on TN.  

Game over Sudalai and his abusive pimps",Kash_1857,kash_1857
2019-10-12 11:41:56,Twitter for Android,0.0,ta,525.0,"RT @BJP4TamilNadu: மாமல்லபுரம் கடற்கரையில் காலை நடைப்பயிற்சி செய்த ""தமிழர்களின் பெருமை -பிரதமர் 
மோடி"" , கடற்கரையில் குப்பைகளை அகற்றிய தூய்…",Ricker Chitti,RickerChitti
2019-10-12 11:41:55,Twitter Web App,0.0,en,1.0,RT @chauhan855: @SuryahSG Only PM in history to hold a bilateral meeting in Tamil Nadu. Its a matter of joy for people's there and PM also…,🕉️,pk_krr
2019-10-12 11:41:54,Twitter for Android,0.0,en,9.0,RT @sathyakumar_in: #DontGoBackModi மோடி அலை தமிழகத்தில் ! Modi Ayya please stay in Tamil Nadu for 1 day in a month - Visit every temple -…,Aramta_reloaded,AramtaReloaded
2019-10-12 11:41:53,Twitter for Android,0.0,en,459.0,"RT @MrsGandhi: You never fail to raise the bar @narendramodi ji...every single time!! #Respect
#DontGoBackModi https://t.co/KrFiuc5pvz",abhishek singh,abhicrusher
2019-10-12 11:41:52,Twitter Web App,0.0,en,1.0,RT @Ramasub56597949: #DontGoBackModi welcome modiji you are always come to tamilnadu.,🕉️,pk_krr
2019-10-12 11:41:51,Twitter Web App,0.0,in,0.0,@Vikramathithiya Tamilnadu la irunthu tan da sollurom #DontGoBackModi Kathariyae saavunga da,Shiva Kumar,shivakumar2617
2019-10-12 11:41:50,Twitter for Android,0.0,en,860.0,"RT @SwamiGeetika: Those who think Modi’s popularity in Tamilnadu is a myth must watch this video. 

The madi magic is sure to leave you spe…",Dinesh நாயக்கர் 🇮🇳,Dina_HDL
2019-10-12 11:41:49,Twitter for Android,0.0,en,346.0,RT @dhaval241086: Yesterday it was exposed with concrete facts that GoBackModi was trended from Pakistan. Reality is that entire nation sup…,Kash_1857,kash_1857
2019-10-12 11:41:47,Twitter for Android,0.0,en,604.0,RT @muglikar_: Whether you like it or not Modi is the biggest brand in India today. His one initiative has the power to change a place 's s…,Mukesh Kumar Gupta,mukeshkg
2019-10-12 11:41:47,Twitter for Android,0.0,en,0.0,"#DontGoBackModi
Stalin Shaking because Modi's visit with Xiping at Mahabalipuram a strong hit.

Stalin wanted to wa… https://t.co/uJjP5L5qDH",✍SADANANDTIKARE 🚩,sadanandtikare
2019-10-12 11:41:46,Twitter for Android,0.0,en,860.0,"RT @SwamiGeetika: Those who think Modi’s popularity in Tamilnadu is a myth must watch this video. 

The madi magic is sure to leave you spe…",लेट लतीफ | Jay 🇮🇳,_daastan_
2019-10-12 11:41:45,Twitter for Android,0.0,und,0.0,❤️❤️❤️#DontGoBackModi,Gokul,Gokul83428980
2019-10-12 11:41:44,Twitter for iPhone,0.0,et,43.0,RT @dhaval241086: Kanna Panninga Than Kootama Varum. Singam Singleahtan Varum #DontGoBackModi https://t.co/RwmwXXZ0Rw,Chowkidar Chokanna,NotThatAamAadmi
2019-10-12 11:41:44,Twitter for Android,0.0,en,83.0,"RT @MrsGandhi: Everyone gets an opportunity to be captured by the camera @JhaSanjay, how you actually behave in front of it is up to you. L…",Pls FO,PlsFo
2019-10-12 11:41:43,Twitter for Android,0.0,en,533.0,"RT @Shanktan: To become a world leader you need Vision, Ethics, Knowledge and leadership to lead the world in right and positive Direction…",Prathesh,pratheshshiv29
2019-10-12 11:41:41,Twitter for Android,0.0,ta,525.0,"RT @BJP4TamilNadu: மாமல்லபுரம் கடற்கரையில் காலை நடைப்பயிற்சி செய்த ""தமிழர்களின் பெருமை -பிரதமர் 
மோடி"" , கடற்கரையில் குப்பைகளை அகற்றிய தூய்…",Raj kumar,SSAdeelRaja
2019-10-12 11:41:40,Twitter for Android,0.0,ta,1.0,"RT @Vikramathithiya: வடநாட்டான்: #DontGoBackModi 

தமிழன்: ஆமாடா பார்த்து பக்குவமா அந்த தவில்காரன்கிட்ட எடுத்துச் சொல்லுங்க. தமிழ்நாட்டுக்…",இரா.தீபக்,rdeepakk
2019-10-12 11:41:40,Twitter for Android,0.0,en,229.0,"RT @iAnkurSingh: After a Pakistan backed trend yesterday, the common man of Tamil Nadu and India say #DontGoBackModi

It's trending but tod…",Deepak Srivastava,DeepakDesk
2019-10-12 11:41:40,Twitter for Android,0.0,und,0.0,"#DontGoBackModi 
#WelcomeModi",Abilash B.Com(CA),AbiRafca
2019-10-12 11:41:39,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/eD5lSop7s8,Suriya Selvam,suriya_selvam
2019-10-12 11:41:37,Twitter for Android,0.0,en,14.0,"RT @mahesh10816: #DontGoBackModi

I got 12.3K RTs  yesterday for #TNWelcomesModi , testimony of the mood of Tamil Nadu , awesome response",Harish CM,harish504
2019-10-12 11:41:32,Twitter for Android,0.0,en,801.0,RT @amitmalviya: India needs you... #DontGoBackModi https://t.co/XkYhZ6kiUT,Prem Das Oberoi🇮🇳,PremDasOberoi
2019-10-12 11:41:32,Twitter for Android,0.0,en,80.0,"RT @RahulEaswar: I think we in South India should call our PM @narendramodi as 
#ModiAnna :-) along with Modiji 

#DontGoBackModi https://t…",Desert Tiger,DesertTiger8
2019-10-12 11:41:31,Twitter Web App,0.0,und,1.0,RT @sivadism: #DontGoBackModi https://t.co/gBTlcVvR6p,🕉️,pk_krr
2019-10-12 11:41:31,Twitter Web App,0.0,hi,4.0,"RT @ManojKureel: महाबलीपुरम बनाम बैंकॉक 
#Mahabalipuram #DontGoBackModi #ModixijinpingMeet #Modi #SwachhBharatMission #SwachhataHiSeva #swa…",आशुतोष मित्रा 🇮🇳,ashuvaani
2019-10-12 11:41:31,Twitter Web App,0.0,hi,2.0,"RT @ParasKGhelani: कोई चलता पदचिन्हों पर, 
कोई पदचिन्ह बनाता है जो इतिहास रचता है वही पूजा जाता है.. 

#NarendraModi 
#Plogging 
#DontGoBac…",Mira Singh🇮🇳,MiraSingh_NaMo
2019-10-12 11:41:30,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/yOO6ADBi6p,Suriya Selvam,suriya_selvam
2019-10-12 11:41:29,Twitter for Android,0.0,ta,14.0,"RT @MunimaOffl: நாங்க கைக்கு கிளவுஸ் போட்டு, முகத்துல மாஸ்க் போட்டு சுற்றி 16 கேமராவை வச்சிட்டு குனியாம, அசையாம நின்னு 2 நிமிஷம் குப்பையை…",கோ.செந்தில்குமார்,oorkkaaran
2019-10-12 11:41:28,Twitter for Android,0.0,ta,24.0,"RT @tamilnewsred: எனக்கு மோடியை பிடிக்கும். 

ஆனால் எனது Twitter நண்பர்களுக்கு மோடியை பிடிக்குமா? பிடிக்காதா? என்று தெரியவில்லை.

பிடிக்கு…",Thala prabha ✌✌✌,Prabha69908340
2019-10-12 11:41:26,Twitter for Android,0.0,ta,48.0,"RT @DilipKannan: கோபேக் பாகிஸ்தானில் இருந்து டுவிட் போட்டதற்க்கு யார் காரணம்...

தமிழகத்தில் திமுக, இதர கட்சிகள் அதற்க்கு துணையாக இருப்பது…",Swaraj,Swaraj24111279
2019-10-12 11:41:26,Twitter for Android,0.0,en,860.0,"RT @SwamiGeetika: Those who think Modi’s popularity in Tamilnadu is a myth must watch this video. 

The madi magic is sure to leave you spe…",Sathya..🚩,SathyaGk20588
2019-10-12 11:41:25,Twitter Web App,0.0,en,1.0,RT @just_f_un: This is heart breaking. #DontGoBackModi https://t.co/pRSy7wUwtr,🕉️,pk_krr
2019-10-12 11:41:23,Twitter for Android,0.0,en,17.0,"RT @Shekhar_Chahal_: See The Difference In This Picture 👇🏿

#Modi #ModixijinpingMeet #DontGoBackModi #Murshidabad https://t.co/y2N8rR3eQO",Sweta,Sweta23997850
2019-10-12 11:41:22,Twitter for Android,0.0,en,20.0,"RT @SaralPatel: Thankful to the friends in Tamil Nadu who are trending #DontGoBackModi, entire nation should be thankful and indebted to Ta…",Yash,puriyash41
2019-10-12 11:41:21,Twitter for Android,0.0,en,147.0,RT @kapil_kausik: My participation on #DontGoBackModi is 1st response to those who colluded with enemy nation(s) and were happy to see #=Go…,REESHU PRABHAKAR,REESHUPRABHAK10
2019-10-12 11:41:21,Twitter Web App,0.0,en,8.0,RT @BismaNazir6: #PMModi Video viral on Social media : #NarendraModi  plogging at the Mallapuram beach before second day summit with Presid…,Let's Uncomplicate PLASTICS!,rahulrastogi72
2019-10-12 11:41:21,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/KIZPRlA4VR,Girish pandey,Girishp16610604
2019-10-12 11:41:21,Twitter for Android,0.0,en,0.0,TN welcomes you always #DontGoBackModi,sensara,sensara7
2019-10-12 11:41:20,Twitter for Android,0.0,en,801.0,RT @amitmalviya: India needs you... #DontGoBackModi https://t.co/XkYhZ6kiUT,Prashant,connect2country
2019-10-12 11:41:19,Twitter for Android,0.0,hi,4.0,"RT @ManojKureel: महाबलीपुरम बनाम बैंकॉक 
#Mahabalipuram #DontGoBackModi #ModixijinpingMeet #Modi #SwachhBharatMission #SwachhataHiSeva #swa…",Rommel,RomalSengar
2019-10-12 11:41:18,Twitter for Android,0.0,en,801.0,RT @amitmalviya: India needs you... #DontGoBackModi https://t.co/XkYhZ6kiUT,virendra pratap singh,psvirendra
2019-10-12 11:41:15,Twitter for Android,0.0,en,321.0,RT @SuryahSG: DMK + Congress + All Anti-BJP Opposition Parties + Media + Social Media Influencers - you need all of them to get GoBackModi…,sris1978,sris19781
2019-10-12 11:41:14,Twitter Web App,0.0,hi,25.0,"RT @sanjaysanjay738: हम अवार्ड लेकर बैठ जाने वालों में से नहीं है, हमें तों देश बदलना है!

ऐसे महान सोच वाले देश के यशस्वी प्रधानमंत्री आदर…",@बृजेश पाण्डेय,Brijesh2594
2019-10-12 11:41:13,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/VvBNit2DHw,Suriya Selvam,suriya_selvam
2019-10-12 11:41:13,Twitter for Android,0.0,lt,1168.0,RT @amitmalviya: Tamilnadu says #DontGoBackModi https://t.co/H2qOrk9eYe,Indian Indranil Misra,IndranilMisra
2019-10-12 11:41:12,Twitter for Android,1.0,en,0.0,"#DontGoBackModi
#GoBackModi 
#SaturdayMorning
#GodMorningSaturday
#SaturdayMotivation

Must watch Shadhna TV 7:30pm… https://t.co/85OBOUDTyv",🇮🇳🅿️®️EⓂ️🇮🇳,kumrm_prem
2019-10-12 11:41:12,Twitter for iPad,0.0,en,20.0,"RT @iamrijoy: Q. What people in TN trend?

A. #GoBackModi

Q. What BJP IT Cell trend?

A. #DontGoBackModi 

😆😆",Rosy Gravious,RosyGracious
2019-10-12 11:41:10,Twitter for Android,0.0,en,0.0,"#DontGoBackModi
Kb tk chlega dekhavati.. Bolo mere shanshan babu😅 @narenedramodi  is a laborious pm of  world......… https://t.co/oWIiIyF2Ey",abhay kumar,abhayku03281768
2019-10-12 11:41:08,Twitter for Android,0.0,en,534.0,"RT @Shanktan: To become a world leader you need Vision, Ethics, Knowledge and leadership to lead the world in right and positive Direction…",Dg,Dg22540347
2019-10-12 11:41:07,Twitter for iPhone,0.0,fi,43.0,RT @rose_k01: Thalaiva 🙏🙏 #DontGoBackModi https://t.co/7MyleYp5Rh,Jazz,Jaspal2710Jazz
2019-10-12 11:41:03,Twitter for Android,0.0,und,0.0,#DontGoBackModi https://t.co/vWSK4A9sr2,Suriya Selvam,suriya_selvam
2019-10-12 11:41:03,Twitter Web App,0.0,en,255.0,"RT @iamrijoy: 👉🏻They remove the waste onthe beach for Modi

👉🏻Then sterilize the waste and place on the beach so that Modi can do publicity…",Mathews Chacko,MathewsChacko4
2019-10-12 11:41:02,Twitter for Android,0.0,en,5.0,"RT @DantiNeelam: #DontGoBackModi 
Modiji is in heart of all generation from age 2 to 82...all love n like modiji..salute to a iron man who…",Manjula,manjulajadav75
2019-10-12 11:41:02,Twitter for Android,0.0,und,0.0,@BJP4TamilNadu @oorkkaaran @blsanthosh @PonnaarrBJP @PMuralidharRao @VanathiBJP @HRajaBJP @BJP4India @PMOIndia… https://t.co/bJiMs4gWh3,Anbu,Anbu14310667
2019-10-12 11:41:01,Twitter Web App,0.0,en,249.0,RT @OfficeOfCMR: People of Tamil Nadu says #DontGoBackModi !! https://t.co/fwTZSUH0oB,krishna kumar CFP,krish66699
2019-10-12 11:40:58,Twitter for Android,0.0,lt,1169.0,RT @amitmalviya: Tamilnadu says #DontGoBackModi https://t.co/H2qOrk9eYe,श्रीराम किरार,kirar_shree
2019-10-12 11:40:57,Twitter for Android,0.0,und,44.0,"RT @BJP4TamilNadu: People of Tamilnadu made #DontGoBackModi as national trending today.

“திரும்பி செல்லாதீர்கள் மோடி” - என ட்ரெண்ட் செய்த…",CTR.Nirmal kumar,CTR_Nirmalkumar
